dataset_id,case_id,is_id,size_class,severity,replicate_id,replicate_key_used,replicate_fallback_reason,method_a,method_b,coverage,n_A,n_B
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,101,seed_global,,V3,V1,0.2,27,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,101,seed_global,,V3,V2,0.3333333333333333,27,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,101,seed_global,,V3,V3,0.0,27,27
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,101,seed_global,,V3,V4,0.0,27,124
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,101,seed_global,,V4,V1,0.2,124,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,101,seed_global,,V4,V2,0.3333333333333333,124,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,101,seed_global,,V4,V3,0.8148148148148148,124,27
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,101,seed_global,,V4,V4,0.0,124,124
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V1,V1,0.0,3,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V1,V2,0.3333333333333333,3,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V1,V3,0.0,3,25
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V1,V4,0.0,3,134
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V2,V1,0.0,3,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V2,V2,0.0,3,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V2,V3,0.0,3,25
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V2,V4,0.0,3,134
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V3,V1,0.3333333333333333,25,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V3,V2,0.3333333333333333,25,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V3,V3,0.0,25,25
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V3,V4,0.0,25,134
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V4,V1,0.3333333333333333,134,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V4,V2,0.3333333333333333,134,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V4,V3,0.8,134,25
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,202,seed_global,,V4,V4,0.0,134,134
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V1,V1,0.0,5,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V1,V2,0.0,5,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V1,V3,0.0,5,24
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V1,V4,0.0,5,136
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V2,V1,0.0,3,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V2,V2,0.0,3,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V2,V3,0.0,3,24
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V2,V4,0.0,3,136
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V3,V1,0.2,24,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V3,V2,0.3333333333333333,24,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V3,V3,0.0,24,24
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V3,V4,0.0,24,136
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V4,V1,0.2,136,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V4,V2,0.3333333333333333,136,3
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V4,V3,0.7916666666666666,136,24
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,303,seed_global,,V4,V4,0.0,136,136
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V1,V1,0.0,6,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V1,V2,0.0,6,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V1,V3,0.0,6,27
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V1,V4,0.0,6,154
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V2,V1,0.16666666666666666,4,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V2,V2,0.0,4,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V2,V3,0.0,4,27
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V2,V4,0.0,4,154
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V3,V1,0.16666666666666666,27,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V3,V2,0.25,27,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V3,V3,0.0,27,27
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V3,V4,0.0,27,154
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V4,V1,0.16666666666666666,154,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V4,V2,0.25,154,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V4,V3,0.7037037037037037,154,27
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,101,seed_global,,V4,V4,0.0,154,154
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V1,V1,0.0,7,7
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V1,V2,0.25,7,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V1,V3,0.0,7,25
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V1,V4,0.0,7,175
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V2,V1,0.14285714285714285,4,7
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V2,V2,0.0,4,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V2,V3,0.0,4,25
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V2,V4,0.0,4,175
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V3,V1,0.14285714285714285,25,7
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V3,V2,0.0,25,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V3,V3,0.0,25,25
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V3,V4,0.0,25,175
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V4,V1,0.14285714285714285,175,7
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V4,V2,0.0,175,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V4,V3,0.84,175,25
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,202,seed_global,,V4,V4,0.0,175,175
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V1,V1,0.0,6,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V1,V2,0.25,6,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V1,V3,0.0,6,28
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V1,V4,0.0,6,117
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V2,V1,0.16666666666666666,4,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V2,V2,0.0,4,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V2,V3,0.0,4,28
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V2,V4,0.0,4,117
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V3,V1,0.0,28,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V3,V2,0.0,28,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V3,V3,0.0,28,28
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V3,V4,0.0,28,117
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V4,V1,0.16666666666666666,117,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V4,V2,0.0,117,4
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V4,V3,0.7142857142857143,117,28
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,303,seed_global,,V4,V4,0.0,117,117
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V1,V1,0.0,4,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V1,V2,0.0,4,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V1,V3,0.6521739130434783,4,23
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V1,V4,0.15217391304347827,4,92
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V2,V1,0.0,3,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V2,V2,0.0,3,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V2,V3,0.0,3,23
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V2,V4,0.0,3,92
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V3,V1,0.0,23,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V3,V2,0.0,23,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V3,V3,0.0,23,23
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V3,V4,0.0,23,92
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V4,V1,0.0,92,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V4,V2,0.0,92,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V4,V3,0.6521739130434783,92,23
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,101,seed_global,,V4,V4,0.0,92,92
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V1,V1,0.0,5,5
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V1,V2,0.0,5,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V1,V3,0.0,5,23
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V1,V4,0.0,5,172
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V2,V1,0.6,3,5
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V2,V2,0.0,3,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V2,V3,0.0,3,23
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V2,V4,0.0,3,172
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V3,V1,0.0,23,5
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V3,V2,0.0,23,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V3,V3,0.0,23,23
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V3,V4,0.0,23,172
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V4,V1,0.0,172,5
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V4,V2,0.0,172,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V4,V3,0.8260869565217391,172,23
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,202,seed_global,,V4,V4,0.0,172,172
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V1,V1,0.0,4,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V1,V2,0.0,4,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V1,V3,0.0,4,26
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V1,V4,0.0,4,151
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V2,V1,0.25,3,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V2,V2,0.0,3,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V2,V3,0.0,3,26
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V2,V4,0.0,3,151
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V3,V1,0.0,26,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V3,V2,0.0,26,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V3,V3,0.0,26,26
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V3,V4,0.0,26,151
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V4,V1,0.0,151,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V4,V2,0.0,151,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V4,V3,1.0,151,26
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,303,seed_global,,V4,V4,0.0,151,151
