dataset_id,case_id,is_id,size_class,severity,method_a,method_b,coverage,n_A,n_B
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V4,V3,0.7884615384615384,169,52
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V4,V4,0.0,169,169
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V1,V1,0.0,8,8
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V1,V2,0.3333333333333333,8,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V1,V3,0.0,8,52
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V1,V4,0.0,8,154
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V2,V1,0.125,6,8
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V2,V2,0.0,6,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V2,V3,0.0,6,52
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V2,V4,0.0,6,154
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V3,V1,0.125,52,8
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V3,V2,0.16666666666666666,52,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V3,V3,0.0,52,52
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V3,V4,0.0,52,154
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V4,V1,0.125,154,8
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V4,V2,0.16666666666666666,154,6
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V4,V3,0.9038461538461539,154,52
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-mittel,medium,mittel,V4,V4,0.0,154,154
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V1,V1,0.0,10,10
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V1,V2,0.14285714285714285,10,7
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V1,V3,0.0,10,46
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V1,V4,0.0,10,180
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V2,V1,0.0,7,10
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V2,V2,0.0,7,7
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V2,V3,0.0,7,46
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V2,V4,0.0,7,180
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V3,V1,0.2,46,10
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V3,V2,0.2857142857142857,46,7
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V3,V3,0.0,46,46
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V3,V4,0.0,46,180
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V4,V1,0.2,180,10
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V4,V2,0.2857142857142857,180,7
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V4,V3,0.782608695652174,180,46
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-schwer,medium,schwer,V4,V4,0.0,180,180
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V1,V1,0.0,8,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V1,V2,0.0,8,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V1,V3,0.711864406779661,8,59
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V1,V4,0.49390243902439024,8,164
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V2,V1,0.25,4,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V2,V2,0.0,4,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V2,V3,0.0,4,59
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V2,V4,0.0,4,164
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V3,V1,0.0,59,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V3,V2,0.0,59,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V3,V3,0.0,59,59
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V3,V4,0.0,59,164
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V4,V1,0.0,164,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V4,V2,0.0,164,4
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V4,V3,0.9830508474576272,164,59
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V4,V4,0.0,164,164
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V1,V1,0.0,8,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V1,V2,0.2,8,5
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V1,V3,0.3090909090909091,8,55
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V1,V4,0.024539877300613498,8,163
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V2,V1,0.25,5,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V2,V2,0.0,5,5
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V2,V3,0.0,5,55
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V2,V4,0.0,5,163
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V3,V1,0.25,55,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V3,V2,0.2,55,5
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V3,V3,0.0,55,55
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V3,V4,0.0,55,163
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V4,V1,0.25,163,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V4,V2,0.2,163,5
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V4,V3,0.9818181818181818,163,55
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V4,V4,0.0,163,163
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V1,V1,0.0,8,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V1,V2,0.0,8,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V1,V3,0.0,8,46
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V1,V4,0.0,8,227
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V2,V1,0.0,3,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V2,V2,0.0,3,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V2,V3,0.0,3,46
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V2,V4,0.0,3,227
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V3,V1,0.125,46,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V3,V2,0.3333333333333333,46,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V3,V3,0.0,46,46
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V3,V4,0.004405286343612335,46,227
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V4,V1,0.125,227,8
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V4,V2,0.3333333333333333,227,3
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V4,V3,0.782608695652174,227,46
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V4,V4,0.0,227,227
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V1,V1,0.0,7,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V1,V2,0.5,7,2
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V1,V3,0.5714285714285714,7,49
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V1,V4,0.12598425196850394,7,127
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V2,V1,0.0,2,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V2,V2,0.0,2,2
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V2,V3,0.0,2,49
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V2,V4,0.0,2,127
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V3,V1,0.0,49,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V3,V2,0.0,49,2
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V3,V3,0.0,49,49
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V3,V4,0.0,49,127
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V4,V1,0.0,127,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V4,V2,0.0,127,2
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V4,V3,0.9183673469387755,127,49
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V4,V4,0.0,127,127
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V1,V1,0.0,9,9
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V1,V2,0.42857142857142855,9,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V1,V3,0.4878048780487805,9,41
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V1,V4,0.12209302325581395,9,172
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V2,V1,0.1111111111111111,7,9
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V2,V2,0.0,7,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V2,V3,0.07317073170731707,7,41
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V2,V4,0.0,7,172
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V3,V1,0.1111111111111111,41,9
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V3,V2,0.2857142857142857,41,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V3,V3,0.0,41,41
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V3,V4,0.0,41,172
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V4,V1,0.1111111111111111,172,9
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V4,V2,0.2857142857142857,172,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V4,V3,0.8292682926829268,172,41
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V4,V4,0.0,172,172
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V1,V1,0.0,7,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V1,V2,0.2,7,5
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V1,V3,0.40816326530612246,7,49
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V1,V4,0.0,7,189
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V2,V1,0.14285714285714285,5,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V2,V2,0.0,5,5
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V2,V3,0.0,5,49
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V2,V4,0.0,5,189
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V3,V1,0.14285714285714285,49,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V3,V2,0.2,49,5
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V3,V3,0.0,49,49
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V3,V4,0.0,49,189
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V4,V1,0.14285714285714285,189,7
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V4,V2,0.2,189,5
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V4,V3,0.7959183673469388,189,49
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V4,V4,0.0,189,189
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V1,V1,0.0,4,4
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V1,V2,0.3333333333333333,4,3
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V1,V3,0.5,4,56
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V1,V4,0.3404255319148936,4,235
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V2,V1,0.0,3,4
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V2,V2,0.0,3,3
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V2,V3,0.017857142857142856,3,56
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V2,V4,0.0,3,235
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V3,V1,0.25,56,4
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V3,V2,0.3333333333333333,56,3
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V3,V3,0.0,56,56
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V3,V4,0.0,56,235
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V4,V1,0.25,235,4
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V4,V2,0.3333333333333333,235,3
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V4,V3,0.8928571428571429,235,56
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V4,V4,0.0,235,235
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V1,V1,0.0,8,8
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V1,V2,0.4,8,5
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V1,V3,0.5490196078431373,8,51
